143797,143166,142138,143683
144672,145035,144519,142483
143742,145704,144650,145380
144024,143700,144186,144292
143008,143968,143260,145069
140509,142040,142070,142548
141609,143234,143137,143883
140001,139647,139425,141374
141533,141217,141528,143388
143350,141588,144468,141669
145530,142642,145035,142377
143060,142326,140692,143141
142676,142919,143397,141630
142267,143371,143175,141221
143636,142548,142864,144212
142066,142868,143503,141562
140074,141772,140731,142347
139238,139042,137825,138261
139511,140862,138982,139784
140330,141127,137548,139975
142045,143029,141084,143354
142134,138900,139545,137757
143302,140018,140612,140466
139323,140436,139741,139230
135433,138257,138269,136968
135906,137442,137702,137937
136563,135548,137433,135254
136508,134810,136179,136209
140458,138086,141114,138917
141669,139685,141729,142053
140756,141289,141340,142458
138022,140995,138363,140265
140462,139093,139238,140424
144109,143973,144326,143137
140999,143012,143905,141908
139182,141272,141387,141712
145154,145922,142864,144246
142254,144659,144527,140043
140923,139856,138815,140543
142659,144672,143584,141366
141063,143687,142676,141131
139425,140197,140811,142466
139293,138752,138576,140560
141166,141613,141660,141712
139656,138419,138235,137245
140858,140564,141925,141422
139182,139758,139537,141933
142250,141998,142731,140125
142267,142015,142198,140419
138866,139417,137967,136849
141404,139391,139685,138337
139404,139630,140824,139793
140095,138155,139749,137582
139016,138701,138419,139315
141110,140526,140919,142360
141643,143012,141793,142936
141268,141285,140138,139997
138883,141840,142722,141725
139882,141763,141852,144599
140470,142531,141733,145628
139702,143329,141755,142279
141759,141643,141763,140603
140646,139438,139822,139497
140987,140999,141750,141114
142070,141733,142834,140936
139242,138815,138568,139186
138739,139020,140893,139758
139139,138252,137757,138248
140244,140504,141114,141021
144574,144451,143490,142053
142164,141158,141448,138957
143973,144724,142693,142369
144616,145440,145794,144715
140902,141524,142100,140356
138692,140316,139835,139698
140868,139784,140334,138453
139195,139353,138739,139259
141699,140436,140295,138781
142842,142292,142523,142292
139971,141550,141964,143052
139651,141456,139088,139558
139054,140005,139588,141541
142159,140134,139958,141408
140777,138606,139366,140159
140777,137890,138991,137804
139784,141268,140402,139903
142202,143371,143691,140517
142629,139997,142335,141937
143034,139941,142330,140671
139958,142403,142142,142176
140786,143486,141567,143653
139797,137660,139353,140368
141016,138252,139613,141234
143012,142019,141746,144417
141238,141537,143883,142591
145338,141827,144792,141831
141118,142108,140974,140577
141998,141981,142970,139788
139797,141503,142915,141746
140777,143302,142151,143124
142949,142701,139694,143687
142599,140129,142944,140868
142744,142108,142292,142415
139903,139480,139600,138397
139899,141635,140876,140923
139668,140078,140769,141251
140509,141166,140070,141426
138922,139588,140134,138602
141084,141673,141294,141396
139511,136699,137873,137224
141196,138201,139370,136094
139101,138415,139626,136299
139463,139698,141874,138474
140411,139088,142083,140385
140872,140500,138428,137361
138969,139281,139315,140415
134384,137309,137075,136017
133133,137190,135241,137374
136115,136955,136563,137723
135829,133787,135838,137109
136841,137058,139161,138670
138291,135237,137702,135535
138193,137241,137109,136704
138282,138820,140902,137630
135931,134985,137309,134264
138769,138218,137596,138773
139711,136158,139050,136414
139613,137467,140407,139459
138542,138064,140820,138718
142062,141810,141383,140039
141422,142296,142233,140612
140415,142100,140577,140862
141511,140509,140923,139528
138150,138333,137565,137063
136153,136729,136631,135181
138325,137596,136538,137647
138150,135548,137903,137617
138585,141038,138214,141072
139489,139988,138947,139344
145401,141861,142518,141810
143537,143029,138961,140961
141840,141448,140876,140445
140176,142164,141755,142279
138798,140334,140735,138610
139391,140227,140155,139988
139937,138593,141298,137446
142420,141579,142586,141920
141362,142466,141840,140595
139139,139255,140206,139497
138423,136994,139984,136153
138684,137613,140001,140104
138180,135795,139323,136380
136955,135266,136346,138210
137216,140210,136896,138811
139707,137472,138470,136239
138210,141055,136504,138337
138576,138098,139247,138713
141391,139780,139524,141067
141311,139600,141204,141089
139084,141357,139776,138094
141340,141985,140773,140261
141101,139681,140253,139762
139088,139156,139264,139016
139255,137706,139507,138730
138790,139408,140014,140070
140513,137984,138534,137092
140701,140538,141490,139950
136435,137855,137015,138423
140083,137715,138640,138086
135710,134708,136750,135356
138265,136858,138517,138521
137408,139677,137148,136512
140663,141729,140701,139054
135962,138350,139784,134264
138913,137791,137668,137241
137882,138163,137945,136043
136602,139118,138453,137241
140308,137569,139588,141046
139127,137357,136418,138871
134686,137101,136200,137531
137228,137967,137941,139357
137945,134947,138781,137702
136879,137569,138542,136892
140675,142028,140786,140893
139873,139468,140692,137996
139247,138657,139080,138423
138128,137865,138457,140129
139975,137655,138363,137907
140675,138951,140219,137592
139835,139173,138138,140675
142062,139810,140441,141456
139310,141579,140343,139831
139344,141414,140347,141072
139216,140595,141613,142386
141601,140612,141835,140526
144446,141869,142595,141511
142313,140087,141823,141033
140466,137552,138423,139088
138807,139899,138726,139613
138504,136602,138598,139224
137224,137075,137791,139656
138555,137425,138666,139101
140885,139182,137592,139012
141374,137578,141067,136802
135923,136981,136375,137429
134866,136200,135979,134831
135493,136013,136337,134310
136465,137979,137046,137058
138445,139097,139302,137877
136529,134852,137319,138862
135910,137455,135902,138124
139852,137353,137523,137984
138286,134145,136282,138240
134699,135804,136337,137497
136115,135398,134238,136934
137634,135535,138965,137523
137097,135078,136892,134788
138115,135948,138197,136883
136887,138807,134759,136887
137958,138155,140193,140547
138803,138073,140663,138684
139135,139165,137425,139161
134742,138388,139736,139511
138223,135484,137821,136773
140330,140411,141652,139272
140368,140479,141050,138436
139455,140530,139400,138747
140360,143226,140641,142233
139480,140095,140616,141601
138397,140287,140394,138346
140991,140654,142531,138551
143802,143670,141660,144113
142531,144377,142206,143503
141076,140680,141954,140377
140458,141622,140057,142659
142176,140390,138696,141255
142940,141221,140462,142347
144868,144258,145009,142608
141311,141977,141499,141418
141643,138777,140585,139207
140424,141004,139715,140769
139780,139421,139306,141016
137421,140121,139366,141374
140223,141366,141332,140504
137992,139865,138764,139059
143205,142237,141298,140146
141954,139920,140654,140991
140862,140189,140424,140453
142296,140270,141729,139446
143128,143098,142800,141626
140862,141055,141456,142011
143359,141391,142940,142176
142210,139144,140765,136371
137770,135241,136845,137271
138739,137292,137808,137660
141370,139336,138713,138428
140748,138525,136546,137535
139293,139886,141298,140718
139715,138405,138986,138397
137331,138760,138138,138470
138957,138146,137825,140274
139285,139609,139332,139681
138081,138436,140739,138453
139169,137689,139173,140005
