344,64474,16822,14,5,65525
346,64482,16818,5,4,65519
328,64490,16854,8,6,1
330,64462,16824,5,2,65533
320,64510,16814,13,65533,35
330,64486,16728,12,5,27
336,64516,16758,14,11,1
330,64494,16760,12,2,65523
324,64482,16752,12,16,9
380,64438,16772,13,9,27
378,64472,16766,8,5,0
322,64486,16784,20,65535,12
372,64492,16772,18,7,65521
368,64484,16784,13,65531,65517
352,64486,16796,14,7,65507
346,64480,16772,14,10,65526
358,64458,16790,6,18,65523
330,64492,16826,3,7,13
364,64526,16776,18,1,2
400,64498,16798,15,5,65533
352,64490,16760,18,65532,65522
366,64484,16752,22,0,65527
358,64508,16792,20,6,2
320,64480,16712,14,2,23
302,64500,16764,12,11,65517
334,64464,16744,19,16,65515
370,64472,16816,16,15,65496
350,64494,16816,10,3,65523
348,64462,16790,65535,4,65529
304,64488,16824,3,2,17
310,64472,16862,65534,65534,17
342,64496,16804,4,8,19
316,64506,16762,4,65532,17
344,64486,16752,9,65526,65526
362,64474,16810,9,1,65514
378,64466,16776,9,65534,10
356,64452,16776,13,65535,28
366,64488,16788,12,65533,11
356,64508,16828,5,65529,65524
384,64518,16812,3,0,65517
386,64498,16756,14,7,65534
414,64490,16744,21,10,12
396,64506,16748,10,10,31
362,64506,16746,11,2,3
364,64538,16818,27,1,65523
314,64538,16810,28,9,65524
288,64488,16790,12,13,12
302,64530,16758,15,4,20
342,64518,16774,13,8,7
342,64470,16704,9,65529,65529
382,64450,16762,6,65526,65523
336,64494,16784,1,65529,65511
344,64468,16826,7,65532,4
330,64484,16838,15,65529,18
324,64466,16788,15,65535,22
322,64482,16786,13,65531,17
342,64480,16838,19,1,9
294,64472,16820,14,10,5
318,64458,16834,4,7,22
362,64466,16828,8,5,34
344,64472,16778,9,65525,18
318,64480,16724,11,2,18
316,64480,16794,15,3,1
366,64476,16798,21,0,65519
326,64472,16748,22,0,6
328,64528,16788,18,65532,65534
362,64512,16766,14,65532,65523
334,64508,16762,17,4,65521
324,64522,16760,10,65524,65532
344,64516,16768,7,1,65508
364,64520,16786,11,65532,65527
396,64476,16752,12,65530,19
332,64454,16776,17,65527,17
352,64448,16762,13,65521,40
360,64464,16734,13,1,25
364,64448,16738,16,1,65518
358,64454,16758,11,4,65534
378,64450,16758,65534,65529,20
400,64466,16782,12,4,31
360,64456,16812,8,9,34
362,64472,16822,65534,10,24
334,64464,16772,6,11,65527
