514,64352,16768,18,1,5
582,64356,16866,22,65521,8
574,64344,16842,14,65518,65525
586,64370,16790,22,65531,65522
578,64374,16784,15,65533,65522
576,64394,16746,12,65526,0
580,64422,16870,20,65530,65534
558,64376,16932,17,3,65529
548,64364,16814,12,2,11
554,64346,16736,11,0,65535
552,64364,16694,10,5,3
550,64370,16686,16,65535,65533
540,64384,16692,14,65528,65522
516,64362,16656,11,65534,65535
534,64354,16694,6,65533,3
568,64318,16812,65531,65532,5
576,64326,16866,1,65524,15
578,64340,16900,9,65532,15
570,64338,16870,19,65531,16
538,64340,16844,24,0,65529
542,64386,16782,26,11,65516
528,64422,16728,39,15,65531
550,64390,16734,30,18,65520
562,64382,16754,22,8,14
576,64378,16822,13,2,10
566,64368,16862,5,65524,65534
592,64360,16866,1,65529,65525
578,64336,16796,65532,65534,65528
554,64350,16890,65531,65530,65535
530,64360,16750,6,65532,16
588,64366,16724,10,65535,65534
588,64376,16756,17,65531,12
578,64404,16768,19,4,7
558,64366,16732,25,1,9
604,64344,16786,24,4,1
552,64350,16820,16,65533,65530
558,64356,16880,13,8,65525
564,64364,16818,8,1,65534
586,64372,16780,12,10,65516
602,64352,16766,13,65533,65532
574,64366,16748,11,1,65530
570,64342,16792,15,4,5
540,64370,16818,11,1,12
542,64354,16760,14,65532,3
534,64356,16776,18,5,8
520,64340,16806,18,65525,15
532,64366,16790,26,3,4
506,64388,16806,22,8,65527
540,64370,16828,25,65535,65523
566,64336,16760,22,1,0
528,64386,16822,25,65534,17
564,64336,16816,18,65535,19
554,64344,16764,10,1,3
564,64368,16790,10,4,4
546,64344,16778,14,65532,3
550,64342,16826,15,65530,4
564,64358,16848,11,65533,65528
562,64386,16850,16,65528,65520
574,64362,16822,14,1,65533
602,64354,16742,19,3,65527
590,64384,16782,28,5,65520
570,64390,16778,24,65533,0
538,64360,16802,16,4,3
544,64346,16876,15,0,5
590,64366,16816,14,65534,65526
576,64372,16812,8,2,65527
568,64380,16850,10,65532,5
554,64352,16820,15,4,65531
534,64358,16784,8,8,65529
514,64334,16748,7,65532,65529
558,64360,16766,13,6,65528
580,64316,16804,16,5,5
548,64330,16814,8,6,10
576,64318,16800,16,9,65530
576,64344,16786,23,10,11
562,64386,16830,21,65534,0
582,64350,16820,16,65534,65534
580,64358,16842,17,13,65528
568,64366,16774,14,65535,65529
570,64378,16754,13,65535,14
582,64372,16840,22,5,14
570,64368,16790,17,65532,0
568,64374,16818,16,2,16
578,64380,16838,11,11,17
568,64380,16808,8,8,21
584,64370,16798,15,3,10
592,64378,16792,8,1,65523
568,64368,16790,7,0,5
554,64392,16774,7,5,3
536,64378,16718,16,65527,1
552,64376,16790,12,7,65534
554,64410,16838,11,9,65531
540,64376,16782,6,5,65517
518,64362,16778,21,8,2
536,64368,16780,15,7,65531
574,64358,16790,13,3,65525
566,64306,16754,5,3,4
550,64358,16768,8,65532,65532
568,64352,16738,8,65533,10
560,64370,16756,11,0,15
558,64384,16760,15,65533,65525
574,64396,16818,18,0,10
558,64352,16802,10,6,9
548,64350,16818,22,12,5
552,64324,16798,20,65530,65528
568,64354,16818,18,0,65519
590,64364,16802,10,65527,65526
592,64436,16788,10,65529,3
572,64412,16788,14,1,65522
580,64380,16714,21,7,65527
574,64352,16806,4,8,4
582,64338,16806,65531,5,0
580,64368,16824,3,65528,65533
572,64382,16780,10,65531,65520
578,64372,16804,7,1,65520
558,64390,16780,7,11,17
570,64386,16782,10,65535,65531
604,64402,16822,16,3,65523
574,64394,16784,23,65535,65521
590,64386,16808,21,65535,65534
584,64388,16808,15,1,7
594,64384,16830,11,65522,65521
570,64382,16802,7,65535,65524
562,64362,16780,8,0,8
552,64352,16828,14,65527,5
540,64336,16802,13,65529,65534
612,64348,16800,11,65533,65531
570,64340,16818,8,65520,6
544,64336,16824,16,1,3
558,64298,16816,22,3,65529
560,64360,16824,23,5,6
558,64316,16814,25,65533,8
526,64340,16848,15,65520,65533
542,64364,16814,11,65529,65524
560,64404,16814,17,3,65523
538,64362,16800,22,65534,65534
548,64352,16838,26,12,6
560,64328,16830,13,11,65530
578,64362,16828,2,5,29
568,64328,16832,4,65529,5
560,64348,16802,11,65524,65528
566,64378,16776,5,65525,65533
576,64388,16794,16,65531,6
554,64354,16786,12,65531,1
552,64350,16828,17,65534,5
576,64364,16836,14,65518,65534
556,64336,16792,9,65530,0
562,64362,16834,14,65531,65501
544,64364,16786,22,65522,4
544,64336,16740,22,65528,4
568,64314,16718,23,2,65534
528,64372,16810,16,65533,65533
572,64332,16798,13,0,65528
566,64336,16822,12,65532,65523
566,64346,16810,18,5,10
548,64344,16838,22,3,65519
574,64350,16820,25,3,18
550,64366,16814,23,65527,6
582,64370,16850,19,3,2
560,64400,16806,13,10,65520
592,64354,16770,13,4,65528
570,64352,16766,10,17,6
566,64362,16786,21,9,1
558,64386,16824,13,65532,4
574,64404,16770,17,2,4
560,64358,16738,15,3,65528
574,64350,16786,9,65524,13
586,64358,16782,2,65516,65520
610,64360,16764,3,65522,1
634,64386,16808,65534,65533,3
576,64396,16772,5,65530,0
600,64386,16798,13,7,65532
584,64372,16814,20,3,65515
528,64392,16776,19,12,65530
566,64384,16808,1,4,65519
592,64338,16764,65527,2,65534
570,64370,16844,7,65531,15
570,64390,16836,11,65528,3
560,64372,16842,14,65531,65525
524,64344,16810,12,65527,65519
530,64362,16798,9,2,65534
538,64346,16812,11,65529,19
564,64342,16788,8,7,65529
542,64384,16740,12,5,10
548,64358,16800,19,5,65534
580,64352,16760,13,15,65525
548,64360,16852,15,2,65528
550,64336,16860,23,65535,65532
558,64332,16792,10,9,65530
532,64380,16778,11,9,0
520,64338,16782,14,65534,65520
528,64382,16752,15,6,8
562,64370,16708,25,65534,65534
538,64380,16742,24,4,15
590,64346,16804,16,12,65535
574,64364,16786,19,2,1
610,64352,16822,17,7,5
574,64340,16784,15,3,65525
552,64334,16724,27,7,3
574,64344,16742,31,0,65535
582,64362,16820,30,4,65527
586,64376,16800,27,5,9
600,64382,16758,21,14,65515
594,64384,16764,65535,1,65527
556,64364,16746,65532,65535,4
540,64372,16736,0,65527,4
610,64338,16768,7,4,12
600,64350,16794,7,8,2
574,64326,16824,2,11,7
564,64352,16824,65533,7,5
600,64334,16790,65533,11,65529
590,64358,16820,14,1,65535
564,64346,16810,32,0,2
552,64322,16764,13,2,9
540,64336,16768,16,0,65532
596,64350,16818,17,65531,65513
544,64360,16830,17,65531,65528
584,64374,16838,13,65535,65534
540,64380,16780,28,2,14
572,64388,16738,28,6,6
598,64390,16812,22,4,1
588,64364,16796,22,13,65531
584,64374,16748,11,17,0
566,64432,16710,14,5,18
570,64420,16744,27,0,27
552,64358,16760,28,65527,1
590,64390,16840,24,65528,15
606,64360,16818,26,65527,65520
608,64346,16828,19,3,65534
568,64386,16816,12,3,6
578,64376,16766,5,6,14
582,64372,16798,15,65526,10
562,64332,16800,18,65534,65533
576,64348,16752,24,65530,65528
594,64368,16794,11,65534,65534
602,64412,16810,5,65529,65523
604,64410,16760,12,3,9
568,64412,16836,11,6,3
556,64430,16844,15,6,12
552,64382,16880,14,65533,65533
530,64372,16910,6,65530,65516
596,64376,16834,6,65528,65530
554,64384,16766,5,65535,8
580,64336,16774,9,65532,65527
574,64356,16730,15,7,21
580,64348,16804,3,65533,6
570,64326,16862,13,4,9
578,64338,16832,14,1,65528
552,64364,16780,11,10,65524
580,64372,16746,12,17,10
582,64348,16800,15,8,65535
556,64328,16772,21,6,11
574,64384,16818,21,3,22
602,64376,16844,21,10,65526
556,64358,16798,17,8,65528
528,64356,16830,12,15,65524
516,64330,16838,16,16,15
558,64380,16806,22,16,17
562,64412,16858,24,4,65528
590,64392,16822,13,65529,5
552,64388,16796,65530,65535,65526
572,64386,16788,1,65529,65532
586,64352,16800,5,1,2
592,64392,16798,11,1,15
580,64362,16826,15,65534,27
568,64334,16774,14,1,12
534,64358,16792,6,0,65525
572,64392,16782,14,65534,9
592,64402,16778,15,15,65534
606,64344,16786,14,65533,65525
580,64372,16780,18,65535,65524
580,64364,16736,5,65533,65532
560,64366,16776,18,65533,9
562,64384,16788,17,65529,5
580,64394,16766,24,2,65518
556,64408,16762,7,65530,5
554,64384,16782,9,2,65531
564,64354,16834,10,65529,65521
560,64336,16836,14,1,65526
588,64348,16842,13,5,65533
556,64334,16844,21,8,11
580,64358,16830,14,7,2
618,64398,16792,15,4,65524
592,64354,16800,24,65533,10
580,64340,16806,22,65526,8
598,64332,16762,12,2,0
566,64362,16758,25,65533,65527
566,64378,16838,16,65527,65521
534,64366,16812,21,65535,65534
546,64376,16822,17,65528,2
540,64348,16816,13,3,65519
592,64318,16848,9,65535,1
588,64324,16806,7,65535,8
556,64346,16812,2,65527,9
558,64340,16818,15,65535,65531
570,64368,16826,16,6,65521
554,64348,16824,8,1,2
544,64360,16844,12,2,9
582,64350,16862,11,65525,65520
582,64324,16806,23,7,65533
548,64340,16748,24,8,10
552,64350,16762,24,13,24
554,64362,16792,30,2,4
558,64394,16806,19,12,0
536,64382,16746,9,2,8
548,64358,16776,13,2,65525
556,64380,16780,15,65535,65535
526,64408,16820,22,65534,9
514,64382,16830,22,12,2
538,64396,16792,19,65535,65530
558,64370,16790,10,65532,65526
576,64402,16806,18,0,65521
566,64360,16800,13,1,15
556,64380,16804,21,8,65535
548,64366,16780,19,4,27
562,64368,16796,21,65530,13
536,64380,16738,24,65535,0
564,64376,16738,12,6,3
542,64362,16794,2,9,1
576,64382,16780,13,7,10
590,64358,16814,9,8,65533
582,64350,16808,0,5,1
606,64338,16804,65534,65535,7
582,64370,16746,4,65535,65531
574,64380,16748,7,65531,18
540,64376,16856,20,65526,16
516,64354,16822,23,65535,65528
548,64382,16768,17,2,65528
562,64342,16828,19,1,2
634,64308,16810,12,2,7
562,64336,16818,12,65535,65533
598,64348,16796,3,65528,8
592,64360,16792,2,1,65534
612,64362,16834,5,65527,65516
562,64400,16756,17,6,8
580,64350,16752,16,13,5
536,64386,16796,16,0,5
548,64376,16828,18,65526,65527
566,64422,16818,6,65528,65531
558,64360,16778,9,65533,65535
586,64330,16820,17,0,65523
598,64362,16814,16,7,10
552,64364,16782,12,11,6
536,64348,16822,19,11,65517
572,64352,16772,18,6,14
560,64350,16766,17,11,20
586,64354,16830,13,9,11
570,64386,16816,15,5,0
536,64354,16756,21,11,65525
542,64336,16790,36,7,65531
548,64356,16754,31,10,65524
582,64370,16834,30,5,16
600,64368,16792,31,14,65530
580,64352,16784,16,3,65520
582,64362,16762,23,4,65530
530,64400,16798,12,5,4
574,64356,16754,25,4,16
566,64374,16768,19,65533,18
570,64360,16752,14,4,12
576,64350,16758,3,16,26
518,64354,16826,15,11,65516
556,64378,16878,9,11,65531
558,64390,16866,8,11,11
546,64338,16794,14,10,65535
536,64348,16818,18,65526,2
556,64344,16826,7,65523,65534
576,64362,16758,7,3,65534
554,64344,16794,11,4,11
536,64378,16760,17,9,65513
580,64370,16750,19,10,6
558,64366,16790,17,1,3
