16639099,16640536,16637290,16637379
16642123,16639355,16641308,16641291
16640348,16637810,16640425,16639090
16638595,16640016,16639175,16640212
16638549,16636594,16635434,16637209
16639734,16639747,16639675,16639687
16641171,16642665,16642754,16642187
16638458,16641483,16640327,16640238
16641313,16642473,16643406,16640187
16640720,16639478,16639943,16639265
16638356,16639508,16637383,16638441
16636390,16635916,16636450,16635208
16641751,16638501,16637883,16638164
16638437,16640182,16640506,16639214
16640041,16640374,16640477,16638744
16638458,16641717,16642255,16641235
16640975,16639734,16639068,16640416
16636223,16637021,16638890,16637157
16638813,16640864,16637115,16640246
16637576,16637127,16638198,16637243
16640233,16640498,16637064,16641061
16639679,16641074,16638685,16638271
16640007,16640540,16642263,16638890
16640280,16640152,16639935,16637968
16641205,16640613,16640352,16640199
16640374,16641671,16640762,16641402
16641227,16641449,16640983,16639260
16642229,16642161,16642132,16642498
16641330,16639290,16643031,16641833
16643202,16639368,16639606,16640958
16643440,16641321,16641133,16642934
16639038,16638873,16639525,16638843
16636898,16637908,16636825,16637810
16640208,16639478,16640420,16638898
16637836,16639952,16639072,16635298
16637025,16640792,16638322,16636232
16638505,16638045,16639337,16637793
16639082,16641137,16639363,16640054
16638198,16638501,16639303,16640716
16637883,16640698,16637819,16637853
16637883,16639013,16635029,16636607
16642528,16643935,16642729,16642422
16637819,16639277,16638310,16638731
16639687,16643757,16642106,16639355
16644021,16641512,16644089,16642788
16638241,16638378,16640229,16638761
16640212,16642502,16641927,16642968
16641270,16641159,16639614,16641539
16641837,16641279,16642081,16638297
16638983,16639901,16642362,16638928
16640702,16641001,16640348,16640481
16641270,16640386,16642665,16639926
16641952,16642110,16640911,16641351
16643019,16642119,16641330,16643078
16641334,16640570,16639794,16641910
16640989,16641910,16640835,16643432
16643744,16641717,16641504,16641457
16647732,16647007,16646589,16643338
16642229,16640894,16641351,16642788
16641201,16641014,16641901,16642276
16643560,16643019,16643450,16642242
16647336,16645821,16645437,16647587
16640579,16640374,16642809,16642166
16643440,16641355,16641291,16639290
16642686,16642392,16642016,16641598
16641483,16640932,16641283,16641296
16638454,16639474,16639909,16639351
16636121,16639662,16640579,16639495
16638088,16638471,16637478,16639260
16640178,16637222,16637721,16637392
16636581,16638271,16637832,16636399
16641193,16640574,16642319,16640079
16639150,16639141,16640382,16640519
16637400,16635929,16637486,16637742
16638164,16639060,16636919,16640170
16640075,16640250,16639683,16640164
16640979,16640498,16639082,16640813
16636871,16639584,16640873,16637648
16636966,16641415,16640847,16639836
16640020,16639504,16639521,16641256
16643159,16642566,16642075,16639883
16641751,16640983,16640937,16640250
16639563,16640672,16642604,16640306
16639414,16636932,16637188,16637849
16639376,16639879,16640945,16638032
16639874,16641334,16640289,16639794
16641952,16642140,16641313,16639158
16641193,16640869,16640907,16641364
16638181,16639999,16640515,16638092
16642003,16640733,16641517,16640983
16640071,16641027,16642665,16642494
16641717,16642430,16640340,16641210
16640327,16639628,16638194,16640284
16639862,16640058,16639692,16639952
16639333,16639849,16641266,16642029
16645122,16645395,16642801,16644985
16642375,16642102,16642682,16642617
16643402,16645595,16644716,16643654
16640477,16641163,16644208,16643262
16641325,16642665,16644145,16642733
16640698,16640583,16641427,16642426
16641543,16641146,16640306,16639994
16642336,16642886,16643167,16642678
16639845,16640894,16640945,16640681
16641188,16638361,16640847,16638536
16640762,16643440,16641385,16641432
16644328,16643309,16641235,16641837
16641035,16641842,16642502,16640788
16642246,16641023,16640767,16640545
16641410,16641594,16639606,16642314
16642430,16641436,16642617,16643159
16642379,16642946,16643091,16640890
16642536,16640323,16641163,16642716
16639341,16641449,16640664,16639692
16638369,16638621,16638663,16639857
16639226,16639226,16637520,16638514
16639819,16639090,16638873,16638318
16638566,16639265,16639624,16641031
16637635,16639606,16639051,16638450
16641461,16639738,16638407,16637751
16638369,16638578,16638536,16637115
16636283,16635626,16635584,16638433
16638941,16637622,16636898,16640975
16637917,16636556,16635114,16638655
16639849,16639034,16638890,16636505
16640659,16639618,16637478,16638424
16638646,16639628,16637144,16638092
16637908,16639171,16638488,16637990
16638105,16636659,16638557,16637192
16639662,16637290,16637529,16638484
16639294,16638215,16637106,16638348
16636962,16637605,16636795,16638757
16640443,16641914,16639721,16640634
16640750,16640754,16638736,16639614
16639760,16638488,16640625,16640216
16637874,16639738,16638941,16638168
16640975,16640395,16637755,16637976
16639969,16639641,16637857,16641854
16642310,16642712,16640898,16641956
16638651,16642494,16641952,16638795
16639453,16640135,16640587,16639675
16639055,16640267,16639239,16638382
16637908,16638003,16636411,16639252
16638297,16637849,16637618,16639977
16641270,16638263,16638228,16639188
16641512,16639256,16637686,16641291
16639324,16639316,16635673,16639095
16636876,16637866,16636987,16637959
16637917,16639563,16638403,16637286
16637900,16641040,16639112,16637218
16638228,16639444,16637815,16638318
16638083,16635933,16636898,16638714
16640706,16637149,16637904,16640630
16639218,16639072,16639670,16637857
16637798,16636069,16637955,16638736
16639120,16639905,16640284,16638587
16636172,16636069,16638028,16636808
16640058,16639043,16638318,16639601
16633220,16634206,16635779,16635622
16635908,16640037,16638322,16638651
16635400,16635916,16635417,16636991
16638583,16639393,16639584,16636919
16636586,16637717,16637085,16635622
16637161,16638003,16638817,16636535
16636505,16637614,16638898,16635571
16637912,16638655,16638907,16639290
16638079,16637434,16636949,16639133
16636232,16636569,16635912,16635682
16638617,16636940,16637153,16637123
16635848,16638177,16639806,16637883
16635076,16638160,16637495,16634795
16637644,16640941,16640928,16640246
16635042,16636496,16633608,16638617
16638113,16637294,16637823,16637874
16636615,16637878,16636863,16634437
16638344,16638241,16636441,16637695
16635665,16635874,16637802,16638071
16638621,16637486,16637793,16637413
16637610,16638241,16637337,16637315
16637601,16639201,16637153,16638813
16636564,16640084,16639243,16636979
16639845,16640659,16641296,16637768
16639252,16641325,16638037,16640297
16636676,16636065,16635554,16635844
16633297,16635208,16637469,16634590
16636257,16637085,16635515,16635921
16635264,16636386,16637669,16634918
16635904,16634124,16636109,16634044
16636130,16636996,16634530,16637998
16640314,16639120,16636850,16636454
16638288,16640246,16639692,16635614
16635250,16638062,16635059,16635144
16637951,16637690,16636206,16637089
16641120,16640920,16640604,16640408
16640420,16637601,16638744,16639474
16640873,16637942,16638160,16637747
16639836,16640267,16640297,16641423
16639866,16641683,16638813,16640011
16640178,16639726,16639772,16640067
16639265,16639034,16640147,16638147
16639811,16638339,16637102,16638416
16638190,16636871,16636168,16638232
16635665,16638570,16635758,16635836
16638697,16638344,16637495,16638782
16635341,16636126,16636411,16635942
16634585,16635046,16636270,16635933
16637516,16638007,16638723,16638147
16635358,16636044,16636407,16636488
16637682,16637725,16635921,16640028
16638731,16637491,16637656,16641385
16636424,16637085,16639341,16637349
16638331,16636923,16638885,16636547
16637605,16637925,16638007,16636202
16635575,16636313,16637362,16636035
16638314,16637849,16635281,16636898
16639986,16639721,16638185,16641692
16643611,16642212,16644524,16642925
16641829,16640378,16641628,16640754
16636274,16639675,16640327,16636871
16641700,16642212,16641095,16638382
16639806,16638702,16637465,16639324
16636638,16637469,16638642,16637119
16639901,16640429,16638983,16639806
16641095,16639013,16639103,16639879
16642195,16639555,16638979,16640208
16637861,16636513,16636710,16638975
16638608,16637703,16638911,16636902
16637392,16636181,16639150,16637341
16640327,16639828,16640523,16640477
16638928,16639051,16638271,16638463
16634376,16635665,16637707,16634833
16639307,16637870,16638881,16639248
16639389,16637798,16639478,16639670
16639832,16639960,16640511,16642314
16639273,16638791,16638484,16639999
16638813,16640728,16641427,16640911
16639576,16638851,16639965,16638757
16641611,16638532,16639337,16640437
16638890,16640208,16639017,16641594
16640570,16641385,16640937,16641270
16640164,16640869,16640135,16639192
16638714,16639324,16640562,16640297
16638868,16640966,16641615,16640170
16638890,16639184,16640485,16638873
16642788,16641461,16640659,16642081
16639009,16639337,16639482,16639214
16637482,16639043,16638540,16636769
16640156,16641279,16639461,16641781
16641905,16640835,16641483,16641308
16641846,16641389,16641001,16640335
16638429,16641108,16638544,16638898
16637806,16639376,16638518,16636236
16637751,16638079,16636863,16636932
16638267,16638740,16640289,16637725
16636791,16639112,16639610,16637064
16635000,16639316,16638467,16637444
16639798,16641023,16641466,16640460
16641466,16642869,16642583,16642170
16640447,16639004,16639580,16640630
16639683,16638945,16639474,16637196
16640067,16640062,16641402,16638003
16641171,16643228,16643436,16644976
16643159,16640348,16642553,16641705
16642894,16640681,16641057,16638553
16640903,16640437,16641120,16640335
