65456,65516,16824,17,65530,65526
65502,65508,16804,16,7,3
65466,65526,16816,9,8,65518
65476,2,16824,3,65530,65525
65484,22,16826,8,65534,6
65476,65492,16784,14,65521,65519
65454,65502,16790,14,65532,18
65488,65478,16884,10,2,65514
65488,65492,16904,23,65531,65529
65446,65482,16874,25,65533,1
65430,65510,16814,31,7,65523
65432,65460,16798,27,13,65516
65434,65494,16768,22,10,5
65428,65488,16764,32,17,65522
65472,65426,16720,24,10,65500
65452,65460,16726,9,65533,65530
65458,65466,16782,65530,65528,2
65446,65498,16844,1,10,10
65472,65508,16890,4,13,23
65470,65480,16896,24,7,65516
65470,65510,16924,40,2,2
65464,65504,16862,42,8,16
65430,65468,16748,44,9,65522
65500,65478,16740,27,6,12
65486,65518,16714,65533,65534,9
65470,65526,16788,65516,65531,65534
65454,65520,16728,65522,65533,24
65484,65488,16750,65535,65532,4
65452,65486,16778,21,13,1
65466,65502,16792,49,28,0
65426,65488,16778,68,18,65513
65436,65480,16768,55,19,14
65434,65486,16742,40,8,3
65436,65494,16750,9,65525,65528
65448,65524,16764,65526,65518,65529
65468,65532,16786,65524,65530,65522
65436,65516,16836,65533,65532,65534
65472,65450,16834,11,65535,65529
65472,65520,16834,26,65534,5
65472,65486,16802,33,4,9
65496,65522,16756,24,65533,65517
65516,65488,16792,65527,65535,11
65468,65526,16742,65522,2,18
65464,65506,16786,65529,3,6
65466,65502,16802,4,6,16
65414,65502,16778,14,65533,65532
65408,65504,16810,27,0,65517
65454,65456,16848,34,16,15
65464,65478,16798,42,65533,65526
65426,65504,16782,41,65534,65529
65466,65534,16794,27,65532,1
65474,65514,16816,24,8,65521
65458,65464,16782,65535,11,18
65430,65460,16830,1,2,15
65482,65502,16826,65532,13,65525
65486,65480,16826,65523,3,15
65474,65494,16844,65530,65533,65527
65492,65518,16852,2,65529,24
65464,65534,16890,18,7,13
65472,65518,16866,28,20,8
65454,65526,16814,45,16,7
65486,65516,16728,60,15,65518
65492,16,16738,48,19,65514
65452,2,16708,39,18,21
65428,65510,16756,13,25,65522
65402,65484,16776,65529,65532,65520
65426,65470,16786,65518,5,3
65406,65462,16798,65515,65528,65520
65404,65422,16802,65524,65527,65522
65422,65470,16778,65530,65512,6
65486,65434,16788,10,65533,65518
65480,65460,16778,27,65527,12
65440,65496,16826,40,0,11
65444,65496,16778,31,4,20
65478,65474,16810,20,8,18
65450,65482,16840,13,16,65503
65474,65464,16808,12,2,65526
65462,65472,16718,11,65533,5
65452,65478,16768,7,19,11
65448,65518,16796,0,17,2
65446,65526,16836,4,17,65520
65466,65512,16814,13,7,65522
65450,65484,16826,21,65535,17
65444,65454,16786,30,13,65532
65462,65488,16790,38,3,65529
65448,65474,16794,27,65522,65523
65478,65482,16812,31,65534,65525
65436,65466,16752,14,4,15
65434,12,16722,4,65528,15
65446,65500,16750,65535,65519,65495
65458,65484,16804,65528,65510,14
65456,65478,16770,8,0,8
65470,65478,16792,16,65529,27
65488,65486,16798,25,65531,16
65466,65460,16838,34,15,2
65416,65480,16776,27,12,65523
65464,65500,16760,23,65535,65535
65470,65480,16774,27,65529,65535
65454,65450,16748,19,65529,16
65480,65468,16740,2,65533,65513
65440,65460,16758,65532,65533,65528
65430,65452,16742,65532,65532,65514
65458,65468,16746,7,65530,65511
65504,65498,16854,9,22,21
65496,65480,16864,23,65535,65527
65488,65452,16806,27,26,65501
65452,65492,16766,41,22,65526
65482,65462,16766,37,9,65516
65434,65474,16782,30,65533,11
65464,65480,16744,21,7,6
65454,65502,16690,15,65518,65503
65442,65482,16764,4,65535,16
65480,65494,16774,65535,65522,22
65474,65470,16796,6,65530,1
65474,65492,16816,19,65534,9
65472,65492,16820,29,65535,65525
65468,65528,16806,39,10,65525
65434,65512,16776,41,65533,18
65446,65484,16808,34,65532,65519
65486,65484,16832,16,1,65517
65484,65500,16762,0,65525,2
65450,65484,16758,65533,65535,65529
65436,65474,16824,65528,65532,1
65468,65480,16766,65533,65532,12
65400,65478,16826,11,65534,65511
65426,65452,16798,12,3,19
65464,65418,16826,20,4,10
65486,65460,16798,27,13,5
65502,65492,16802,20,14,19
65466,65472,16804,25,11,65523
65460,65480,16792,16,5,12
65450,65500,16742,25,8,15
65466,65502,16732,14,17,20
65470,65522,16720,18,4,36
65440,65484,16692,7,65533,65526
65476,65516,16718,8,65529,13
65468,65492,16738,18,65532,65519
65452,8,16740,16,65530,65535
65462,65522,16722,15,0,27
65456,65502,16786,10,8,4
65466,65460,16820,18,13,65533
65492,65472,16814,22,65529,65534
65494,65482,16778,22,65535,65515
65464,65504,16770,8,4,17
65472,65480,16808,13,65523,65534
65454,65476,16790,15,65517,65526
65414,65484,16810,8,65526,20
65424,65498,16850,7,65535,10
65486,2,16848,22,6,4
65462,65494,16846,24,4,18
65458,65504,16796,30,65532,65508
65456,65492,16794,16,10,65522
65462,65508,16788,10,11,2
65468,65488,16772,7,65528,65516
65464,65476,16794,11,65528,7
65466,65480,16770,7,65510,65513
