65456,65326,16822,5,65522,27
65492,65312,16852,17,65533,7
65490,65270,16756,17,65529,65535
65452,65266,16758,21,65524,65500
65478,65268,16780,18,65523,65514
65482,65276,16782,20,65530,65531
65448,65316,16782,32,4,65533
65454,65328,16758,30,65524,65514
65466,65326,16782,33,4,65519
65450,65348,16758,29,65525,65515
65444,65354,16808,16,65528,0
65440,65372,16846,5,4,4
65410,65346,16856,8,10,65530
65400,65286,16816,23,13,65521
65406,65326,16828,24,65528,2
65398,65304,16806,21,65525,10
65424,65280,16774,13,65530,10
65410,65244,16786,22,65533,65517
65452,65278,16778,32,65519,65515
65420,65294,16818,20,65526,7
65432,65330,16788,19,65532,65521
65428,65292,16724,20,65533,65510
65432,65318,16700,21,65533,65520
65410,65316,16726,23,65531,65514
65438,65312,16786,7,3,1
65444,65316,16826,3,1,18
65482,65326,16876,15,65529,65525
65474,65328,16884,14,8,65510
65418,65340,16860,24,14,65509
65404,65322,16936,21,15,65516
65388,65326,16806,15,9,65530
65416,65314,16748,11,65527,5
65440,65310,16734,65530,65532,65528
65432,65306,16786,7,3,13
65456,65312,16768,8,65523,11
65458,65276,16730,13,65532,24
65438,65258,16726,14,3,19
65426,65280,16748,10,65531,10
65452,65272,16762,5,65532,65528
65472,65290,16836,19,6,12
65472,65320,16848,19,65531,6
65462,65284,16866,30,9,12
65452,65286,16852,42,3,65522
65436,65322,16922,41,3,65516
65414,65336,16910,40,4,65506
65422,65316,16784,26,65534,65535
65450,65320,16782,16,4,65527
65460,65338,16718,7,3,65526
65426,65344,16714,7,65528,65517
65408,65292,16734,65535,65528,65505
65424,65304,16838,65525,65525,65521
65460,65288,16868,3,65524,65520
65418,65296,16848,4,65527,65517
65406,65276,16868,13,6,4
65446,65296,16846,14,11,4
65448,65290,16804,20,7,19
65456,65270,16806,22,65529,10
65440,65286,16790,26,7,65519
65464,65308,16822,17,13,15
65420,65330,16806,15,11,18
65438,65302,16784,11,65535,3
65422,65312,16756,16,65530,65520
65414,65312,16856,17,0,65516
65458,65362,16814,4,65528,65495
65446,65356,16798,5,65531,4
